일,캠페인 이름,광고 세트 이름,광고 이름,게재 상태,게재 수준,광고 세트 이름,기여 설정,결과 유형,결과,도달,노출,링크 클릭,지출 금액 (KRW),ThruPlay,결과당 비용,품질 순위,참여율 순위,전환율 순위,웹사이트 구매,웹사이트 문의,보고 시작,보고 종료
2026-05-12,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_professional_instructor_260423,inactive,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,3,3,3,,5,,1666.67,-,-,-,,,2026-05-12,2026-05-12
2026-05-12,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_professional_instructor_260423,inactive,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,77,77,77,,73,1,948.05,-,-,-,,,2026-05-12,2026-05-12
2026-05-12,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_professional_instructor_260423,inactive,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,91,91,94,,72,,791.21,-,-,-,,,2026-05-12,2026-05-12
2026-05-12,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_satisfaction93.4_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,1,,1000,-,-,-,,,2026-05-12,2026-05-12
2026-05-11,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_ielts1.8months_260422,inactive,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,3,3,,31,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_ielts1.8months_260422,inactive,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,2,202,204,2,1209,6,604.5,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_ielts1.8months_260422,inactive,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,8,9,,50,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ielts0wonleveltest_260408,inactive,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,,11,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ielts0wonleveltest_260408,inactive,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,,14,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,1,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ielts0wonleveltest_260408,inactive,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,24,27,,277,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ielts0wonleveltest_260408,inactive,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,9,9,,45,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,2,2,,8,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,38,43,,197,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,261,365,7,4455,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,1,879,1135,12,10796,,10796,-,-,-,1,1,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-2_ieltsacdemy_trf_260408 (수도권),i_trf_ieltsfreeleveltest_260408,inactive,ad,02-2_ieltsacdemy_trf_260408 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,3,3,,7,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,45,46,,161,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,3,3,,21,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,B_cambridge20_251016,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,85,92,1,895,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,B_cambridge20_251016,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,21,23,,318,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,B_cambridge20_251016,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,2,2,,6,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-2_ieltsacdemy_trf_260408 (수도권),i_trf_ieltsfreeleveltest_260408,inactive,ad,02-2_ieltsacdemy_trf_260408 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,3,109,115,3,548,,182.67,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-2_ieltsacdemy_trf_260408 (수도권),i_trf_ieltsfreeleveltest_260408,inactive,ad,02-2_ieltsacdemy_trf_260408 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,12,12,,41,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,11,883,1038,9,4054,,368.55,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,55,57,,202,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,3,5,,60,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,7,228,240,7,2373,2,339,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,20,21,,119,1,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,7,801,886,7,3258,,465.43,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,4,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,22,26,1,167,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ieltsfreeleveltest_260408,not_delivering,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,20,21,,198,,,-,-,-,1,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,207,225,2,2636,4,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_boostscorefast_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1707,1707,2611,,2565,,1502.64,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_boostscorefast_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,996,996,1544,,1665,,1671.69,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_boostscorefast_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,15,15,20,,22,,1466.67,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_boostscorefast_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,14,14,15,,16,,1142.86,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_boostscorefast_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,20,20,23,,27,,1350,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-1_ieltsacdemy_cv_260326 (수도권),i-cv-freeclass-260326,not_delivering,ad,03-1_ieltsacdemy_cv_260326 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,56,64,1,677,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-1_ieltsacdemy_cv_260326 (수도권),i-cv-freeclass-260326,not_delivering,ad,03-1_ieltsacdemy_cv_260326 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,0,0,,0,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-1_ieltsacdemy_cv_260326 (수도권),i-cv-freeclass-260326,not_delivering,ad,03-1_ieltsacdemy_cv_260326 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,1,1191,1648,12,22736,,22736,-,-,-,1,1,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-1_ieltsacdemy_cv_260326 (수도권),i-cv-freeclass-260326,not_delivering,ad,03-1_ieltsacdemy_cv_260326 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,8,8,,84,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-1_ieltsacdemy_cv_260326 (수도권),i-cv-freeclass-260326,not_delivering,ad,03-1_ieltsacdemy_cv_260326 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,4,4,,40,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-1_ieltsacdemy_cv_260326 (수도권),i-cv-freeclass-260326,not_delivering,ad,03-1_ieltsacdemy_cv_260326 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,343,461,4,11535,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ieltsfreeleveltest_260408,not_delivering,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,25,30,,333,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,42,46,1,318,1,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1374,1484,3,12160,28,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ieltsfreeleveltest_260408,not_delivering,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,3,,21,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,8,8,,92,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,4,5,,29,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1899,2315,9,28386,28,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,350,460,5,8067,14,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_professional_instructor_260423,inactive,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,118,118,120,,82,,694.92,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_professional_instructor_260423,inactive,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,71,71,76,,64,3,901.41,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_professional_instructor_260423,inactive,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,36,37,,607,1,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_professional_instructor_260423,inactive,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,20,21,,541,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-11,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ieltsfreeleveltest_260408,not_delivering,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,,18,,,-,-,-,,,2026-05-11,2026-05-11
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,1,1,,8,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-2_ieltsacdemy_trf_260408 (수도권),i_trf_ielts0wonleveltest_260408,not_delivering,ad,02-2_ieltsacdemy_trf_260408 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,1,78,79,1,324,,324,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,1,1,,6,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,17,19,,137,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,163,202,4,2312,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,700,836,5,7175,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-2_ieltsacdemy_trf_260408 (수도권),i_trf_ielts0wonleveltest_260408,not_delivering,ad,02-2_ieltsacdemy_trf_260408 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,4,4,,15,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ielts0wonleveltest_260408,inactive,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,4,5,,38,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_academystandard_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,3,3,3,,2,,666.67,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_academystandard_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,77,77,83,,87,,1129.87,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,01_ieltsacdemy_aw (수도권),01-2_ieltsacdemy_aw_260402 (수도권),i_aw_academystandard_260402,not_delivering,ad,01-2_ieltsacdemy_aw_260402 (수도권),클릭 후 7일 또는 조회 후 1일,도달,221,221,250,,246,,1113.12,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_ielts1.8months_260422,inactive,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,5,5,,21,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_ielts1.8months_260422,inactive,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,2,84,86,2,495,2,247.5,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,03_ieltsacdemy_cv (수도권),03-3_ieltsacdemy_cv_260408 (수도권),i_cv_ielts0wonleveltest_260408,inactive,ad,03-3_ieltsacdemy_cv_260408 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,5,5,,55,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,B_cambridge20_251016,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,275,312,5,3378,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,B_cambridge20_251016,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,101,116,6,1822,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,34,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,B_cambridge20_251016,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,5,5,,17,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,2,2,,3,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,32,38,,107,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,1,26,29,1,121,,121,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,9,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,9,213,227,9,2366,,262.89,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규3_260323_이미지교체,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,0,0,,0,,,-,-,-,,,2026-05-10,2026-05-10
2026-05-10,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,2,2,,8,,,-,-,-,,,2026-05-10,2026-05-10
